N,K,STRATEGY,SEARCH ITERATIONS,PERFORMANCE,SOLUTION,TIME TAKEN,IMPROVEMENT
12,5,Local Search,11.0,0.8019577409194315,000000001000,0.03109734853108724,0.19256930909543257
12,5,Local Search,11.0,0.8879923088821553,010000100000,0.041773319244384766,0.30758330696463754
12,5,Local Search,11.0,0.9186327983801459,000000000100,0.03531636397043864,0.586766962719633
12,5,Local Search,11.0,0.9426363351809031,100001000000,0.031880791982014975,0.3774467950575243
12,5,Local Search,11.0,0.9048825342862067,000000100000,0.025301996866861978,0.12664251985477404
12,5,Local Search,11.0,0.9612764545410336,000010000000,0.03182618618011475,0.42280646172556524
12,5,Local Search,11.0,0.9866309839479385,001100000000,0.04603292544682821,0.4204649716860558
12,5,Local Search,11.0,0.9429396619992081,000000000010,0.028467241923014322,0.46750737083736255
12,5,Local Search,11.0,0.7535138204558136,100001000000,0.04181371927261353,0.3701275575781077
12,5,Local Search,11.0,0.9460404567091997,000100000000,0.028619845708211262,0.5142669842985751
12,5,Local Search,11.0,0.7153080290135344,000011100000,0.04098910093307495,0.2698548819125255
12,5,Local Search,11.0,0.7514621095846836,000000010000,0.03285921017328898,0.3914808402542005
12,5,Local Search,11.0,0.8857570067683046,000000011100,0.056270257631937666,0.3630777212081504
12,5,Local Search,11.0,0.9830108320424877,000000000100,0.023337030410766603,0.44502719628021614
12,5,Local Search,11.0,0.6691025240091059,010100100100,0.04107404549916585,0.25379134008937626
12,5,Local Search,11.0,0.9096915662893154,000000000010,0.025052666664123535,0.41361078067594736
12,5,Local Search,11.0,0.9825064526771429,000000000010,0.026756648222605386,0.5338958914175407
12,5,Local Search,11.0,0.8538985806280991,001000000100,0.04875408411026001,0.3473539223657319
12,5,Local Search,11.0,0.8912954434767276,000100000000,0.027064216136932374,0.5288624921116482
12,5,Local Search,11.0,0.7974121541875245,010000100100,0.03631072441736857,0.31926355113247573
12,5,Local Search,11.0,0.8720152436366391,000100000010,0.033244343598683675,0.44817760454297645
12,5,Local Search,11.0,0.9377026841101607,000000000010,0.02732210556666056,0.2862650381116847
12,5,Local Search,11.0,0.8781662069580043,101010010000,0.04694862365722656,0.32360623262839094
12,5,Local Search,11.0,0.965875848150612,100000000000,0.027464107672373454,0.4878272758669493
12,5,Local Search,11.0,0.8331409096069142,000000010100,0.030175145467122397,0.4430659742843424
12,5,Local Search,11.0,0.9789333639883374,000000010000,0.028725047906239826,0.6717625429298149
12,5,Local Search,11.0,0.6846398351278367,100000100000,0.04615965684254964,0.215191230853084
12,5,Local Search,11.0,0.7379160091812302,010000100000,0.03427483240763347,0.2033364625025087
12,5,Local Search,11.0,0.6397428467193245,100001000000,0.03405286073684692,0.22110702203616844
12,5,Local Search,11.0,0.8605374496310184,000001000000,0.028604527314503986,0.5818250930718416
12,5,Local Search,11.0,0.9588875404357898,000010100000,0.03356316884358724,0.41156695248134434
12,5,Local Search,11.0,0.6696397964730941,000000001100,0.03022230863571167,0.30769156023803695
12,5,Local Search,11.0,0.6326865465017285,100010000000,0.0348220427831014,0.2182487081213444
12,5,Local Search,11.0,0.8720081361198763,100000000000,0.029509286085764568,0.400251291341852
12,5,Local Search,11.0,0.8947560920814805,000100000010,0.039625306924184166,0.34709487717418963
12,5,Local Search,11.0,0.9677838791289164,000000010000,0.03622405529022217,0.2715376622455872
12,5,Local Search,11.0,0.9293845976771717,100001000000,0.06291128396987915,0.3473468429818126
12,5,Local Search,11.0,0.933513893341397,000100010000,0.03681914806365967,0.29133835323400004
12,5,Local Search,11.0,0.780716208007251,000000000001,0.028893824418385824,0.44109553217983083
12,5,Local Search,11.0,0.9976618879010292,000000100000,0.024814454714457194,0.37691116282426684
12,5,Local Search,11.0,0.884565555249186,000010100000,0.037636260191599526,0.4650504355501849
12,5,Local Search,11.0,0.940823768204726,000000100000,0.03326891263326009,0.45400732826358586
12,5,Local Search,11.0,0.8808341736347675,000000000100,0.025886293252309164,0.3463168161390646
12,5,Local Search,11.0,0.8585763967172881,100010000000,0.036905300617218015,0.5579470041498837
12,5,Local Search,11.0,0.9379500089406257,000000001000,0.035863463083902994,0.5017052962199047
12,5,Local Search,11.0,0.7155173322497582,001000001000,0.04740864038467407,0.3526193367255072
12,5,Local Search,11.0,0.9564656312920156,000010001100,0.05995747248331706,0.4091066175853325
12,5,Local Search,11.0,0.5313092640394161,000010111000,0.0536312460899353,0.09882011162157595
12,5,Local Search,11.0,0.8513993708288132,000010001000,0.03420133988062541,0.1647795038595985
12,5,Local Search,11.0,0.7526321714048161,111000011000,0.050624847412109375,0.20674096726449598
12,5,Local Search,11.0,0.8593981580666946,100000000000,0.03399391174316406,0.4114452964691531
12,5,Local Search,11.0,0.8759468071263738,000000010000,0.03802117904027303,0.4510715159050332
12,5,Local Search,11.0,0.9530712449643083,100000000000,0.03147768974304199,0.3821728156204949
12,5,Local Search,11.0,0.8616865851594017,000000001000,0.0298493226369222,0.40277368513521783
12,5,Local Search,11.0,0.8138546698037263,100000100000,0.034424102306365965,0.33652530811322723
12,5,Local Search,11.0,0.7421677067404348,000101010000,0.04035185972849528,0.19448353320876788
12,5,Local Search,11.0,0.9325264986332167,000100010000,0.036087405681610105,0.2092954947842447
12,5,Local Search,11.0,0.8231152680344178,000000011000,0.035380629698435466,0.331834200248585
12,5,Local Search,11.0,0.9570234742198522,000000010000,0.026958243052164713,0.5636096000780733
12,5,Local Search,11.0,0.8990264033019095,010000000000,0.04186106920242309,0.32495972265062933
12,5,Local Search,11.0,0.8340567951932717,100000000000,0.037467555205027266,0.45284635887225744
12,5,Local Search,11.0,0.9691932680139942,010000000000,0.02887490193049113,0.5403024254742608
12,5,Local Search,11.0,0.8655500266473799,000000001100,0.03435711065928141,0.3037524494238919
12,5,Local Search,11.0,0.8808768923772335,010000000000,0.030825555324554443,0.4176619064257377
12,5,Local Search,11.0,0.8962265755975839,100010000000,0.045070238908131915,0.41455452409320925
12,5,Local Search,11.0,0.7686637315624449,000100001000,0.03424908717473348,0.3828868717418286
12,5,Local Search,11.0,0.9974026831162656,010000000000,0.0265621026357015,0.44435599889647637
12,5,Local Search,11.0,0.8360666058576904,000001100000,0.03925276199976603,0.3311499790282115
12,5,Local Search,11.0,0.9902330451169322,000000010000,0.03131370147069295,0.4102878919613626
12,5,Local Search,11.0,0.9929328044925827,000000000100,0.04298928181330363,0.5260209823752918
12,5,Local Search,11.0,0.871423947917592,000010000000,0.0273378054300944,0.4931983068381727
12,5,Local Search,11.0,0.7700040313586302,010001010000,0.04560918013254801,0.3028055484506683
12,5,Local Search,11.0,0.9228652469770088,001000000100,0.03744902610778809,0.20505749912553495
12,5,Local Search,11.0,0.9485485900224382,000000010000,0.04188499053319295,0.4592133721403993
12,5,Local Search,11.0,0.9534100808288468,000000000001,0.02519468069076538,0.39871635276097905
12,5,Local Search,11.0,0.9251177863945009,001001000100,0.03816438515981038,0.34984935409804596
12,5,Local Search,11.0,0.9343502913365576,000000000010,0.026998984813690185,0.4985910457914287
12,5,Local Search,11.0,0.7649157241433258,100010011000,0.05863220691680908,0.32123256264521827
12,5,Local Search,11.0,0.9890704682609678,000001000000,0.030168811480204265,0.444415897892131
12,5,Local Search,11.0,0.8536133838928592,000000001100,0.03361600637435913,0.378835729115429
12,5,Local Search,11.0,0.9563823825036302,000001000000,0.027515880266825356,0.36733988047544397
12,5,Local Search,11.0,0.9532846328858304,000000001000,0.029961244265238444,0.44019708810229774
12,5,Local Search,11.0,0.9837329766693673,000001000000,0.037404561042785646,0.3347200351622821
12,5,Local Search,11.0,0.9125568559559672,010000000000,0.029769464333852132,0.4780718539263903
12,5,Local Search,11.0,0.9056246672105348,000000000100,0.03372181256612142,0.3074624159067606
12,5,Local Search,11.0,0.9375888019791196,010000000100,0.027265524864196776,0.4221425290304267
12,5,Local Search,11.0,0.6364308228425211,000110010000,0.04609920183817546,0.31724128816618963
12,5,Local Search,11.0,0.9343047164151919,000100000000,0.028235212961832682,0.4606798075470629
12,5,Local Search,11.0,0.9250291924026138,000100010000,0.040756682554880776,0.3420366334363548
12,5,Local Search,11.0,0.7590638281230393,000000011000,0.043830875555674234,0.448805143091885
12,5,Local Search,11.0,0.9926220571379749,000000000100,0.01526403824488322,0.010539244370153966
12,5,Local Search,11.0,0.8949102834008069,100000000000,0.029793516794840495,0.5347922301711989
12,5,Local Search,11.0,0.8697502275183655,100000000100,0.041902383168538414,0.36529439666867425
12,5,Local Search,11.0,0.8405782990828267,100101000100,0.04319128195444743,0.12938697189683357
12,5,Local Search,11.0,0.8449314147301512,010000000010,0.03786123196283976,0.6745281630679438
12,5,Local Search,11.0,0.8457938264595944,000000010000,0.028747145334879556,0.47296419766364506
12,5,Local Search,11.0,0.8474667884831245,010010001000,0.04861782391866048,0.3213628954218254
12,5,Local Search,11.0,0.9688270828486588,000000000001,0.025768772761027018,0.5581612315905576
12,5,Local Search,11.0,0.9974308349823322,000000000010,0.028146167596181233,0.17640716941539147
12,5,Local Search,11.0,0.8246746130337793,001000000000,0.03551671504974365,0.35671678204724677
